	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_pr2[4,130]	-0.745	0.00475	0.327	-1.37	-0.761	-0.0894	4747.0	0.294	1.0
theta_pr2[4,131]	-0.37	0.00419	0.336	-1.02	-0.383	0.296	6423.0	0.398	1.0
theta_pr2[4,132]	0.479	0.00392	0.319	-0.16	0.472	1.1	6617.0	0.41	1.0
theta_pr2[4,133]	-0.751	0.00493	0.26	-1.29	-0.747	-0.266	2786.0	0.173	1.0
theta_pr2[4,134]	-0.937	0.00403	0.293	-1.54	-0.935	-0.391	5275.0	0.327	1.0
theta_pr2[4,135]	2.13	0.0058	0.558	1.07	2.11	3.25	9259.0	0.574	1.0
theta_pr2[4,136]	-0.537	0.00411	0.294	-1.13	-0.538	0.0194	5108.0	0.317	1.0
theta_pr2[4,137]	-0.154	0.00427	0.288	-0.74	-0.158	0.405	4566.0	0.283	1.0
theta_pr2[4,138]	2.1	0.00475	0.484	1.17	2.08	3.06	10405.0	0.645	1.0
theta_pr2[4,139]	0.476	0.00392	0.339	-0.191	0.47	1.12	7483.0	0.464	1.0
theta_pr2[4,140]	-0.5	0.00402	0.33	-1.15	-0.507	0.147	6734.0	0.417	1.0
theta_pr2[4,141]	0.214	0.00554	0.358	-0.527	0.214	0.883	4176.0	0.259	1.0
theta_pr2[4,142]	-0.528	0.00406	0.312	-1.14	-0.543	0.0865	5885.0	0.365	1.0
theta_pr2[4,143]	0.811	0.0044	0.375	0.0752	0.798	1.55	7272.0	0.451	1.0
theta_pr2[4,144]	-0.452	0.00497	0.356	-1.15	-0.465	0.259	5129.0	0.318	1.0
theta_pr2[4,145]	0.626	0.00557	0.383	-0.1	0.606	1.4	4721.0	0.293	1.0
theta_pr2[5,1]	0.555	0.00563	0.355	-0.184	0.555	1.22	3967.0	0.246	1.0
theta_pr2[5,2]	0.872	0.00389	0.293	0.278	0.868	1.43	5687.0	0.352	1.0
theta_pr2[5,3]	-0.436	0.00341	0.309	-1.09	-0.433	0.13	8196.0	0.508	1.0
theta_pr2[5,4]	0.435	0.00549	0.319	-0.223	0.435	1.03	3370.0	0.209	1.0
theta_pr2[5,5]	-0.0825	0.00799	0.398	-0.89	-0.084	0.664	2474.0	0.153	1.0
theta_pr2[5,6]	0.434	0.00469	0.33	-0.242	0.43	1.07	4959.0	0.307	1.0
theta_pr2[5,7]	0.291	0.00479	0.384	-0.502	0.29	1.02	6440.0	0.399	1.0
theta_pr2[5,8]	0.141	0.00375	0.309	-0.501	0.145	0.72	6798.0	0.421	1.0
theta_pr2[5,9]	0.367	0.00575	0.332	-0.306	0.363	1.0	3339.0	0.207	1.0
theta_pr2[5,10]	0.338	0.00322	0.286	-0.258	0.336	0.871	7913.0	0.49	1.0
theta_pr2[5,11]	-0.307	0.00404	0.331	-1.01	-0.302	0.306	6713.0	0.416	1.0
theta_pr2[5,12]	-0.0852	0.0045	0.289	-0.691	-0.0818	0.451	4118.0	0.255	1.0
theta_pr2[5,13]	-2.07	0.00497	0.401	-2.92	-2.06	-1.34	6503.0	0.403	1.0
theta_pr2[5,14]	-0.202	0.00425	0.304	-0.829	-0.199	0.377	5128.0	0.318	1.0
theta_pr2[5,15]	-0.136	0.00516	0.294	-0.743	-0.136	0.413	3245.0	0.201	1.0
theta_pr2[5,16]	0.0379	0.00499	0.416	-0.82	0.0361	0.819	6961.0	0.431	1.0
theta_pr2[5,17]	-0.396	0.00408	0.281	-0.988	-0.393	0.129	4762.0	0.295	1.0
theta_pr2[5,18]	0.362	0.00352	0.258	-0.181	0.365	0.842	5367.0	0.333	1.0
theta_pr2[5,19]	-0.486	0.00462	0.369	-1.27	-0.482	0.189	6388.0	0.396	1.0
theta_pr2[5,20]	0.623	0.00389	0.309	-0.0078	0.62	1.21	6315.0	0.391	1.0
theta_pr2[5,21]	-0.0425	0.00462	0.285	-0.631	-0.0396	0.495	3812.0	0.236	1.0
theta_pr2[5,22]	1.49	0.00427	0.394	0.722	1.48	2.27	8523.0	0.528	1.0
theta_pr2[5,23]	1.18	0.00544	0.391	0.395	1.18	1.92	5156.0	0.32	1.0
theta_pr2[5,24]	-0.194	0.00361	0.306	-0.829	-0.197	0.379	7190.0	0.446	1.0
theta_pr2[5,25]	-0.0442	0.00469	0.319	-0.702	-0.0459	0.551	4642.0	0.288	1.0
theta_pr2[5,26]	0.625	0.00568	0.4	-0.198	0.621	1.39	4970.0	0.308	1.0
theta_pr2[5,27]	-0.154	0.00388	0.266	-0.705	-0.153	0.345	4719.0	0.292	1.0
theta_pr2[5,28]	-0.139	0.00448	0.294	-0.749	-0.139	0.413	4312.0	0.267	1.0
theta_pr2[5,29]	-0.275	0.00518	0.344	-1.0	-0.273	0.364	4426.0	0.274	1.0
theta_pr2[5,30]	1.01	0.00482	0.299	0.387	1.01	1.58	3837.0	0.238	1.0
theta_pr2[5,31]	-0.332	0.00412	0.278	-0.913	-0.33	0.185	4567.0	0.283	1.0
theta_pr2[5,32]	-2.69	0.00561	0.503	-3.78	-2.67	-1.79	8042.0	0.498	1.0
theta_pr2[5,33]	0.649	0.00409	0.277	0.0832	0.647	1.18	4584.0	0.284	1.0
theta_pr2[5,34]	-0.0188	0.00349	0.356	-0.75	-0.0188	0.652	10404.0	0.645	1.0
theta_pr2[5,35]	-0.476	0.00452	0.291	-1.08	-0.478	0.0732	4139.0	0.256	1.0
theta_pr2[5,36]	0.24	0.00704	0.445	-0.673	0.238	1.09	4000.0	0.248	1.0
theta_pr2[5,37]	0.769	0.00689	0.419	-0.0789	0.769	1.56	3698.0	0.229	1.0
theta_pr2[5,38]	-2.47	0.0054	0.461	-3.47	-2.45	-1.64	7277.0	0.451	1.0
theta_pr2[5,39]	2.65	0.00573	0.437	1.8	2.64	3.51	5808.0	0.36	1.0
theta_pr2[5,40]	-0.63	0.00453	0.289	-1.22	-0.63	-0.0978	4063.0	0.252	1.0
theta_pr2[5,41]	0.112	0.00464	0.323	-0.561	0.112	0.721	4836.0	0.3	1.0
theta_pr2[5,42]	-0.0563	0.00584	0.329	-0.742	-0.0562	0.565	3175.0	0.197	1.0
theta_pr2[5,43]	-0.664	0.00446	0.332	-1.37	-0.657	-0.0573	5558.0	0.344	1.0
theta_pr2[5,44]	0.82	0.00392	0.353	0.104	0.822	1.49	8141.0	0.505	1.0
theta_pr2[5,45]	-0.245	0.00367	0.311	-0.898	-0.24	0.336	7163.0	0.444	1.0
theta_pr2[5,46]	0.811	0.00523	0.28	0.237	0.807	1.34	2874.0	0.178	1.0
theta_pr2[5,47]	-0.167	0.00368	0.258	-0.707	-0.164	0.308	4912.0	0.304	1.0
theta_pr2[5,48]	1.85	0.00501	0.32	1.21	1.85	2.47	4084.0	0.253	1.0
theta_pr2[5,49]	0.237	0.00363	0.32	-0.425	0.239	0.838	7760.0	0.481	1.0
theta_pr2[5,50]	-0.442	0.00358	0.338	-1.15	-0.437	0.19	8940.0	0.554	1.0
theta_pr2[5,51]	-0.53	0.00409	0.269	-1.1	-0.525	-0.0364	4320.0	0.268	1.0
theta_pr2[5,52]	-2.39	0.00689	0.423	-3.28	-2.39	-1.6	3768.0	0.234	1.0
theta_pr2[5,53]	-0.799	0.0037	0.273	-1.37	-0.797	-0.297	5454.0	0.338	1.0
theta_pr2[5,54]	1.01	0.00488	0.341	0.298	1.01	1.66	4875.0	0.302	1.0
theta_pr2[5,55]	0.913	0.00315	0.34	0.235	0.912	1.57	11680.0	0.724	1.0
theta_pr2[5,56]	0.733	0.0034	0.338	0.0493	0.73	1.37	9887.0	0.613	1.0
theta_pr2[5,57]	0.563	0.00593	0.397	-0.248	0.563	1.31	4471.0	0.277	1.0
theta_pr2[5,58]	0.104	0.00467	0.32	-0.558	0.103	0.711	4683.0	0.29	1.0
theta_pr2[5,59]	-0.459	0.00382	0.266	-1.01	-0.459	0.0353	4854.0	0.301	1.0
theta_pr2[5,60]	-3.13	0.00449	0.498	-4.21	-3.11	-2.25	12306.0	0.763	1.0
theta_pr2[5,61]	1.03	0.00429	0.28	0.439	1.03	1.55	4269.0	0.265	1.0
theta_pr2[5,62]	0.486	0.00397	0.296	-0.112	0.483	1.04	5539.0	0.343	1.0
theta_pr2[5,63]	0.793	0.00449	0.27	0.228	0.793	1.3	3632.0	0.225	1.0
theta_pr2[5,64]	-0.137	0.00452	0.272	-0.712	-0.136	0.368	3620.0	0.224	1.0
theta_pr2[5,65]	-0.0973	0.00603	0.334	-0.802	-0.0917	0.528	3065.0	0.19	1.0
theta_pr2[5,66]	-0.0281	0.00363	0.263	-0.581	-0.0247	0.46	5251.0	0.325	1.0
theta_pr2[5,67]	0.858	0.00424	0.363	0.125	0.855	1.56	7312.0	0.453	1.0
theta_pr2[5,68]	-0.31	0.00445	0.275	-0.882	-0.31	0.208	3822.0	0.237	1.0
theta_pr2[5,69]	1.51	0.00461	0.33	0.832	1.5	2.14	5128.0	0.318	1.0
theta_pr2[5,70]	-3.14	0.00537	0.563	-4.37	-3.13	-2.13	11014.0	0.683	1.0
theta_pr2[5,71]	-0.321	0.00396	0.258	-0.871	-0.318	0.162	4253.0	0.264	1.0
theta_pr2[5,72]	0.429	0.00453	0.271	-0.129	0.429	0.942	3584.0	0.222	1.0
theta_pr2[5,73]	1.69	0.00503	0.315	1.05	1.69	2.29	3924.0	0.243	1.0
theta_pr2[5,74]	0.243	0.00415	0.266	-0.31	0.242	0.743	4100.0	0.254	1.0
theta_pr2[5,75]	-0.186	0.00444	0.297	-0.814	-0.183	0.368	4492.0	0.278	1.0
theta_pr2[5,76]	0.179	0.00352	0.27	-0.389	0.181	0.681	5895.0	0.365	1.0
theta_pr2[5,77]	-0.281	0.00341	0.277	-0.872	-0.278	0.228	6623.0	0.41	1.0
theta_pr2[5,78]	2.06	0.00594	0.424	1.22	2.04	2.88	5079.0	0.315	1.0
theta_pr2[5,79]	-0.18	0.00601	0.413	-1.04	-0.177	0.595	4706.0	0.292	1.0
theta_pr2[5,80]	-0.706	0.00414	0.314	-1.37	-0.696	-0.133	5732.0	0.355	1.0
theta_pr2[5,81]	0.461	0.00461	0.269	-0.0975	0.463	0.975	3387.0	0.21	1.0
theta_pr2[5,82]	-0.192	0.00421	0.354	-0.929	-0.189	0.462	7068.0	0.438	1.0
theta_pr2[5,83]	0.16	0.0045	0.294	-0.452	0.162	0.709	4266.0	0.264	1.0
theta_pr2[5,84]	0.0916	0.003	0.271	-0.467	0.0938	0.6	8187.0	0.507	1.0
theta_pr2[5,85]	-2.5	0.00445	0.413	-3.41	-2.48	-1.76	8641.0	0.536	1.0
theta_pr2[5,86]	-0.43	0.00327	0.274	-1.02	-0.426	0.0754	7003.0	0.434	1.0
theta_pr2[5,87]	0.586	0.00353	0.258	0.0471	0.587	1.07	5353.0	0.332	1.0
theta_pr2[5,88]	1.01	0.00393	0.363	0.271	1.0	1.71	8536.0	0.529	1.0
theta_pr2[5,89]	0.0884	0.00453	0.269	-0.469	0.0918	0.603	3519.0	0.218	1.0
theta_pr2[5,90]	-0.125	0.00431	0.269	-0.695	-0.124	0.378	3890.0	0.241	1.0
theta_pr2[5,91]	0.258	0.0032	0.308	-0.374	0.258	0.838	9240.0	0.573	1.0
theta_pr2[5,92]	-0.333	0.0041	0.278	-0.914	-0.334	0.183	4607.0	0.286	1.0
theta_pr2[5,93]	0.652	0.00556	0.34	-0.0572	0.655	1.29	3734.0	0.231	1.0
theta_pr2[5,94]	-0.256	0.00384	0.273	-0.817	-0.256	0.257	5045.0	0.313	1.0
theta_pr2[5,95]	-3.18	0.00554	0.567	-4.41	-3.16	-2.16	10478.0	0.649	1.0
theta_pr2[5,96]	0.351	0.00374	0.289	-0.252	0.353	0.888	5968.0	0.37	1.0
theta_pr2[5,97]	-0.602	0.00398	0.294	-1.21	-0.602	-0.0613	5436.0	0.337	1.0
theta_pr2[5,98]	-1.09	0.004	0.365	-1.86	-1.08	-0.42	8318.0	0.516	1.0
theta_pr2[5,99]	-0.326	0.00479	0.321	-0.978	-0.325	0.284	4494.0	0.279	1.0
theta_pr2[5,100]	-1.51	0.00445	0.341	-2.24	-1.51	-0.898	5863.0	0.363	1.0
theta_pr2[5,101]	-0.33	0.00413	0.287	-0.941	-0.326	0.207	4824.0	0.299	1.0
theta_pr2[5,102]	0.293	0.00327	0.266	-0.254	0.291	0.798	6590.0	0.408	1.0
theta_pr2[5,103]	-0.663	0.00423	0.286	-1.27	-0.659	-0.138	4579.0	0.284	1.0
theta_pr2[5,104]	-0.233	0.0038	0.343	-0.943	-0.231	0.411	8168.0	0.506	1.0
theta_pr2[5,105]	-0.616	0.00468	0.29	-1.21	-0.615	-0.0697	3843.0	0.238	1.0
theta_pr2[5,106]	0.789	0.00571	0.423	-0.0786	0.794	1.59	5507.0	0.341	1.0
theta_pr2[5,107]	-0.228	0.00381	0.302	-0.883	-0.223	0.333	6306.0	0.391	1.0
theta_pr2[5,108]	0.691	0.0048	0.367	-0.0486	0.685	1.39	5848.0	0.362	1.0
theta_pr2[5,109]	0.0495	0.00376	0.279	-0.532	0.0515	0.568	5485.0	0.34	1.0
theta_pr2[5,110]	0.379	0.00392	0.289	-0.226	0.381	0.92	5459.0	0.338	1.0
theta_pr2[5,111]	0.901	0.00633	0.378	0.145	0.898	1.63	3572.0	0.221	1.0
theta_pr2[5,112]	-0.0988	0.00438	0.322	-0.771	-0.0966	0.509	5410.0	0.335	1.0
theta_pr2[5,113]	-0.189	0.00473	0.296	-0.811	-0.186	0.364	3918.0	0.243	1.0
theta_pr2[5,114]	0.0998	0.00411	0.34	-0.598	0.102	0.74	6846.0	0.424	1.0
theta_pr2[5,115]	-0.238	0.00347	0.312	-0.887	-0.238	0.351	8098.0	0.502	1.0
theta_pr2[5,116]	0.0138	0.00395	0.342	-0.7	0.0126	0.658	7522.0	0.466	1.0
theta_pr2[5,117]	-0.517	0.00634	0.305	-1.16	-0.512	0.0527	2317.0	0.144	1.0
theta_pr2[5,118]	0.105	0.00445	0.295	-0.504	0.104	0.656	4403.0	0.273	1.0
theta_pr2[5,119]	-0.0397	0.00343	0.28	-0.617	-0.0392	0.488	6641.0	0.412	1.0
theta_pr2[5,120]	0.00136	0.00364	0.307	-0.652	0.00398	0.576	7142.0	0.443	1.0
theta_pr2[5,121]	-0.876	0.00479	0.328	-1.57	-0.872	-0.265	4687.0	0.29	1.0
theta_pr2[5,122]	-0.203	0.00583	0.281	-0.791	-0.202	0.325	2323.0	0.144	1.0
theta_pr2[5,123]	0.518	0.00619	0.313	-0.139	0.518	1.1	2547.0	0.158	1.0
theta_pr2[5,124]	-0.703	0.00438	0.316	-1.38	-0.696	-0.122	5220.0	0.323	1.0
theta_pr2[5,125]	-1.05	0.00632	0.32	-1.71	-1.05	-0.447	2557.0	0.158	1.0
theta_pr2[5,126]	1.11	0.00373	0.339	0.426	1.11	1.76	8261.0	0.512	1.0
theta_pr2[5,127]	-0.691	0.00434	0.337	-1.4	-0.682	-0.0734	6042.0	0.374	1.0
theta_pr2[5,128]	-0.123	0.00379	0.325	-0.794	-0.12	0.476	7350.0	0.456	1.0
theta_pr2[5,129]	-0.704	0.00365	0.286	-1.31	-0.697	-0.179	6124.0	0.379	1.0
theta_pr2[5,130]	-0.623	0.00396	0.267	-1.19	-0.617	-0.126	4562.0	0.283	1.0
theta_pr2[5,131]	0.955	0.00451	0.342	0.26	0.949	1.61	5732.0	0.355	1.0
theta_pr2[5,132]	0.726	0.0037	0.278	0.167	0.72	1.26	5640.0	0.35	1.0
theta_pr2[5,133]	0.838	0.00536	0.287	0.25	0.839	1.38	2876.0	0.178	1.0
theta_pr2[5,134]	-0.226	0.00422	0.291	-0.834	-0.221	0.317	4773.0	0.296	1.0
theta_pr2[5,135]	-2.88	0.00523	0.499	-3.96	-2.86	-1.97	9094.0	0.564	1.0
theta_pr2[5,136]	0.617	0.00433	0.285	0.0398	0.616	1.16	4330.0	0.268	1.0
theta_pr2[5,137]	0.765	0.00453	0.278	0.187	0.765	1.28	3771.0	0.234	1.0
theta_pr2[5,138]	1.49	0.00473	0.344	0.821	1.48	2.16	5280.0	0.327	1.0
theta_pr2[5,139]	0.416	0.004	0.301	-0.191	0.411	0.995	5638.0	0.349	1.0
theta_pr2[5,140]	0.352	0.00336	0.311	-0.291	0.35	0.942	8560.0	0.531	1.0
theta_pr2[5,141]	-0.434	0.00567	0.329	-1.11	-0.434	0.183	3379.0	0.209	1.0
theta_pr2[5,142]	-0.141	0.00371	0.27	-0.714	-0.139	0.366	5285.0	0.328	1.0
theta_pr2[5,143]	1.0	0.0037	0.28	0.418	1.0	1.54	5722.0	0.355	1.0
theta_pr2[5,144]	0.512	0.00466	0.299	-0.106	0.514	1.07	4124.0	0.256	1.0
theta_pr2[5,145]	1.83	0.00485	0.323	1.17	1.82	2.45	4433.0	0.275	1.0
theta_pr2[6,1]	0.261	0.00709	0.334	-0.424	0.261	0.894	2222.0	0.138	1.0
theta_pr2[6,2]	1.06	0.00549	0.42	0.213	1.05	1.87	5860.0	0.363	1.0
theta_pr2[6,3]	0.315	0.00397	0.35	-0.33	0.289	1.03	7735.0	0.479	1.0
theta_pr2[6,4]	-0.661	0.0096	0.83	-2.02	-0.811	1.22	7471.0	0.463	1.0
theta_pr2[6,5]	0.663	0.00924	0.375	-0.0542	0.645	1.41	1646.0	0.102	1.0
theta_pr2[6,6]	0.84	0.00548	0.458	-0.0196	0.82	1.76	7000.0	0.434	1.0
theta_pr2[6,7]	0.428	0.00475	0.313	-0.213	0.426	1.02	4333.0	0.269	1.0
theta_pr2[6,8]	0.763	0.0044	0.376	0.0382	0.748	1.51	7282.0	0.451	1.0
theta_pr2[6,9]	0.0729	0.00831	0.708	-1.26	0.0759	1.41	7268.0	0.45	1.0
theta_pr2[6,10]	-0.124	0.00411	0.34	-0.772	-0.144	0.567	6848.0	0.424	1.0
theta_pr2[6,11]	0.327	0.0042	0.284	-0.243	0.319	0.87	4559.0	0.283	1.0
theta_pr2[6,12]	-0.556	0.00808	0.652	-1.56	-0.683	0.994	6497.0	0.403	1.0
theta_pr2[6,13]	-0.685	0.0102	0.975	-2.48	-0.785	1.36	9208.0	0.571	1.0
theta_pr2[6,14]	-0.318	0.00541	0.4	-1.03	-0.364	0.567	5462.0	0.339	1.0
theta_pr2[6,15]	0.829	0.0146	1.09	-1.0	0.868	2.76	5592.0	0.347	1.0
theta_pr2[6,16]	0.873	0.00476	0.343	0.2	0.863	1.55	5197.0	0.322	1.0
theta_pr2[6,17]	-0.117	0.00542	0.351	-0.77	-0.138	0.621	4208.0	0.261	1.0
theta_pr2[6,18]	-0.986	0.00684	0.49	-1.75	-1.07	0.218	5133.0	0.318	1.0
theta_pr2[6,19]	0.536	0.0057	0.327	-0.103	0.529	1.17	3292.0	0.204	1.0
theta_pr2[6,20]	0.719	0.00554	0.455	-0.222	0.721	1.58	6755.0	0.419	1.0
theta_pr2[6,21]	0.725	0.0171	1.13	-1.97	0.894	2.48	4429.0	0.274	1.0
theta_pr2[6,22]	0.397	0.0051	0.376	-0.355	0.392	1.12	5436.0	0.337	1.0
theta_pr2[6,23]	-0.08	0.00611	0.344	-0.788	-0.0799	0.573	3162.0	0.196	1.0
theta_pr2[6,24]	0.373	0.00397	0.314	-0.236	0.362	0.996	6270.0	0.389	1.0
theta_pr2[6,25]	0.396	0.0057	0.283	-0.171	0.39	0.941	2464.0	0.153	1.0
theta_pr2[6,26]	-0.213	0.00623	0.379	-1.0	-0.214	0.503	3704.0	0.23	1.0
theta_pr2[6,27]	0.147	0.00614	0.517	-0.858	0.144	1.13	7084.0	0.439	1.0
theta_pr2[6,28]	0.023	0.00731	0.636	-0.979	-0.0941	1.45	7575.0	0.469	1.0
theta_pr2[6,29]	0.224	0.00684	0.306	-0.39	0.215	0.809	2002.0	0.124	1.0
theta_pr2[6,30]	-0.325	0.0131	1.0	-2.01	-0.369	1.57	5875.0	0.364	1.0
theta_pr2[6,31]	-0.89	0.0102	0.885	-2.38	-1.05	1.1	7500.0	0.465	1.0
theta_pr2[6,32]	-0.517	0.00808	0.929	-2.36	-0.553	1.35	13234.0	0.82	1.0
theta_pr2[6,33]	0.672	0.00578	0.523	-0.432	0.682	1.66	8191.0	0.508	1.0
theta_pr2[6,34]	1.18	0.0038	0.358	0.463	1.18	1.86	8892.0	0.551	1.0
theta_pr2[6,35]	-0.58	0.00799	0.609	-1.45	-0.71	0.938	5814.0	0.36	1.0
theta_pr2[6,36]	1.12	0.00603	0.382	0.381	1.11	1.89	4019.0	0.249	1.0
theta_pr2[6,37]	0.774	0.00689	0.336	0.115	0.767	1.44	2371.0	0.147	1.0
theta_pr2[6,38]	-0.549	0.00841	0.913	-2.35	-0.596	1.3	11769.0	0.729	1.0
theta_pr2[6,39]	0.257	0.00705	0.627	-1.04	0.26	1.45	7909.0	0.49	1.0
theta_pr2[6,40]	-0.0489	0.0132	1.03	-1.81	-0.0675	1.91	6092.0	0.378	1.0
theta_pr2[6,41]	-0.188	0.00576	0.41	-0.961	-0.208	0.652	5070.0	0.314	1.0
theta_pr2[6,42]	-1.08	0.0174	1.16	-2.93	-1.31	1.33	4439.0	0.275	1.0
theta_pr2[6,43]	0.79	0.00517	0.321	0.134	0.789	1.4	3848.0	0.238	1.0
theta_pr2[6,44]	0.23	0.00372	0.287	-0.354	0.227	0.773	5938.0	0.368	1.0
theta_pr2[6,45]	0.989	0.00485	0.434	0.12	0.982	1.83	8003.0	0.496	1.0
theta_pr2[6,46]	-0.235	0.0187	1.12	-2.32	-0.14	1.72	3578.0	0.222	1.0
theta_pr2[6,47]	-1.06	0.011	0.726	-2.03	-1.22	0.896	4368.0	0.271	1.0
theta_pr2[6,48]	-0.0427	0.0162	0.995	-2.4	0.0301	1.68	3774.0	0.234	1.0
theta_pr2[6,49]	0.302	0.00373	0.275	-0.251	0.295	0.841	5435.0	0.337	1.0
theta_pr2[6,50]	1.06	0.00452	0.385	0.296	1.06	1.8	7259.0	0.45	1.0
theta_pr2[6,51]	-0.915	0.0123	0.887	-2.17	-1.16	1.14	5232.0	0.324	1.0
theta_pr2[6,52]	-1.18	0.00912	0.794	-2.73	-1.21	0.512	7588.0	0.47	1.0
theta_pr2[6,53]	0.452	0.00572	0.522	-0.528	0.444	1.45	8321.0	0.516	1.0
theta_pr2[6,54]	-0.12	0.00555	0.372	-0.847	-0.137	0.626	4496.0	0.279	1.0
theta_pr2[6,55]	0.496	0.00467	0.452	-0.35	0.473	1.38	9385.0	0.582	1.0
theta_pr2[6,56]	0.664	0.00507	0.405	-0.152	0.665	1.42	6376.0	0.395	1.0
theta_pr2[6,57]	0.0822	0.00686	0.375	-0.679	0.0788	0.799	2989.0	0.185	1.0
theta_pr2[6,58]	-0.699	0.00606	0.34	-1.4	-0.701	-0.0435	3146.0	0.195	1.0
theta_pr2[6,59]	-0.185	0.0084	0.708	-1.28	-0.305	1.28	7103.0	0.44	1.0
theta_pr2[6,60]	-0.0409	0.00807	0.814	-1.7	-0.0741	1.63	10178.0	0.631	1.0
theta_pr2[6,61]	-1.08	0.0167	1.06	-2.57	-1.41	1.26	4031.0	0.25	1.0
theta_pr2[6,62]	0.0438	0.0051	0.394	-0.668	0.00523	0.893	5960.0	0.369	1.0
theta_pr2[6,63]	-0.509	0.0145	1.05	-2.07	-0.646	1.59	5314.0	0.329	1.0
theta_pr2[6,64]	-1.16	0.0127	0.887	-2.43	-1.39	1.01	4844.0	0.3	1.0
theta_pr2[6,65]	0.497	0.00727	0.31	-0.104	0.487	1.13	1822.0	0.113	1.0
theta_pr2[6,66]	-0.631	0.00527	0.319	-1.23	-0.652	0.0364	3656.0	0.227	1.0
theta_pr2[6,67]	0.593	0.00395	0.306	-0.0286	0.591	1.17	5991.0	0.371	1.0
theta_pr2[6,68]	-1.33	0.0119	0.767	-2.55	-1.47	0.585	4186.0	0.259	1.0
theta_pr2[6,69]	0.23	0.00831	0.749	-1.09	0.197	1.7	8128.0	0.504	1.0
theta_pr2[6,70]	-0.267	0.00684	0.886	-2.14	-0.254	1.39	16791.0	1.04	1.0
theta_pr2[6,71]	-1.14	0.0111	0.857	-2.51	-1.32	0.832	5961.0	0.369	1.0
theta_pr2[6,72]	-0.729	0.0203	1.22	-2.48	-1.11	1.87	3597.0	0.223	1.0
theta_pr2[6,73]	-0.858	0.0203	1.24	-3.03	-0.841	1.42	3732.0	0.231	1.0
theta_pr2[6,74]	-0.796	0.0121	0.822	-1.9	-1.04	1.13	4622.0	0.286	1.0
theta_pr2[6,75]	0.103	0.00612	0.293	-0.493	0.0997	0.673	2295.0	0.142	1.0
theta_pr2[6,76]	-0.586	0.0057	0.299	-1.19	-0.593	0.0114	2753.0	0.171	1.0
theta_pr2[6,77]	-0.0579	0.00411	0.31	-0.636	-0.079	0.591	5682.0	0.352	1.0
theta_pr2[6,78]	0.0956	0.00666	0.342	-0.616	0.0937	0.736	2636.0	0.163	1.0
theta_pr2[6,79]	0.76	0.00638	0.377	0.0137	0.745	1.5	3501.0	0.217	1.0
theta_pr2[6,80]	0.0786	0.00572	0.292	-0.51	0.0745	0.646	2601.0	0.161	1.0
theta_pr2[6,81]	-0.283	0.0145	1.03	-1.86	-0.425	1.73	5058.0	0.313	1.0
theta_pr2[6,82]	0.973	0.00394	0.317	0.327	0.969	1.58	6476.0	0.401	1.0
theta_pr2[6,83]	-0.622	0.00632	0.409	-1.36	-0.653	0.244	4186.0	0.259	1.0
theta_pr2[6,84]	0.113	0.00466	0.41	-0.569	0.0581	1.03	7760.0	0.481	1.0
theta_pr2[6,85]	-0.199	0.00813	0.796	-1.77	-0.264	1.49	9599.0	0.595	1.0
theta_pr2[6,86]	-0.279	0.00533	0.422	-0.971	-0.341	0.676	6247.0	0.387	1.0
theta_pr2[6,87]	-0.637	0.00806	0.658	-1.69	-0.739	0.735	6668.0	0.413	1.0
theta_pr2[6,88]	0.342	0.00401	0.295	-0.246	0.341	0.902	5408.0	0.335	1.0
theta_pr2[6,89]	0.95	0.0269	1.38	-1.44	1.32	3.0	2636.0	0.163	1.0
theta_pr2[6,90]	-1.31	0.0169	1.05	-2.73	-1.64	1.21	3818.0	0.237	1.0
theta_pr2[6,91]	0.57	0.00502	0.445	-0.313	0.557	1.44	7858.0	0.487	1.0
theta_pr2[6,92]	-0.764	0.0105	0.75	-1.78	-0.973	1.11	5152.0	0.319	1.0
theta_pr2[6,93]	-0.0835	0.0068	0.291	-0.648	-0.095	0.497	1826.0	0.113	1.0
theta_pr2[6,94]	-1.07	0.00689	0.576	-2.08	-1.14	0.21	6981.0	0.433	1.0
theta_pr2[6,95]	-0.408	0.00734	0.936	-2.26	-0.436	1.43	16248.0	1.01	1.0
theta_pr2[6,96]	-0.44	0.00454	0.284	-0.992	-0.453	0.135	3919.0	0.243	1.0
theta_pr2[6,97]	-0.0346	0.00557	0.325	-0.663	-0.0461	0.605	3407.0	0.211	1.0
theta_pr2[6,98]	1.41	0.00438	0.358	0.703	1.39	2.11	6669.0	0.413	1.0
theta_pr2[6,99]	1.71	0.00627	0.669	0.259	1.73	2.95	11398.0	0.706	1.0
theta_pr2[6,100]	-0.872	0.0102	0.903	-2.57	-0.962	1.07	7838.0	0.486	1.0
theta_pr2[6,101]	-0.516	0.00604	0.299	-1.12	-0.524	0.0704	2447.0	0.152	1.0
theta_pr2[6,102]	-0.975	0.00625	0.368	-1.61	-1.01	-0.174	3470.0	0.215	1.0
theta_pr2[6,103]	-1.01	0.0121	0.953	-2.52	-1.22	1.12	6201.0	0.384	1.0
theta_pr2[6,104]	0.812	0.00385	0.354	0.109	0.803	1.5	8421.0	0.522	1.0
theta_pr2[6,105]	-0.762	0.0115	0.825	-1.95	-0.988	1.05	5193.0	0.322	1.0
